0,6817.0,2192.0,-2136.0,-293.0,930.0,-545.0,0,0,0
1,8828.0,1233.0,-2624.0,-293.0,556.0,-226.0,0,0,0
2,8204.0,1389.0,-2154.0,-420.0,1018.0,-477.0,0,0,0
3,8281.0,1528.0,-1927.0,-359.0,918.0,-296.0,0,0,0
4,8307.0,1551.0,-2096.0,-203.0,860.0,-201.0,0,0,0
5,8264.0,1620.0,-2192.0,-125.0,772.0,-104.0,0,0,0
6,8362.0,1608.0,-2273.0,-103.0,551.0,-14.0,0,0,0
7,8439.0,1626.0,-2411.0,-119.0,264.0,-16.0,0,0,0
8,8439.0,1617.0,-2351.0,-197.0,108.0,-94.0,0,0,0
9,8443.0,1685.0,-2430.0,-277.0,-10.0,-188.0,0,0,0
10,8447.0,1480.0,-2241.0,-406.0,187.0,-183.0,0,0,0
11,8358.0,1657.0,-2066.0,-476.0,314.0,-145.0,0,0,0
12,8458.0,1404.0,-2159.0,-405.0,160.0,-99.0,0,0,0
13,8431.0,1235.0,-2127.0,-287.0,22.0,-72.0,0,0,0
14,8394.0,1213.0,-2213.0,-164.0,-44.0,-54.0,0,0,0
15,8406.0,1164.0,-2368.0,-61.0,-122.0,-28.0,0,0,0
16,8435.0,927.0,-2648.0,-3.0,-182.0,9.0,0,0,0
17,8494.0,679.0,-2972.0,39.0,-271.0,83.0,0,0,0
18,8658.0,156.0,-3459.0,21.0,-349.0,210.0,0,0,0
19,8850.0,-559.0,-4146.0,-82.0,-470.0,375.0,0,0,0
20,9179.0,-1192.0,-4988.0,-232.0,-977.0,551.0,0,0,0
21,10113.0,-1821.0,-5685.0,-414.0,-2047.0,823.0,0,0,0
22,11469.0,-2405.0,-6232.0,-484.0,-3336.0,1070.0,0,0,0
23,12420.0,-2682.0,-7258.0,-391.0,-3594.0,989.0,0,0,0
24,13004.0,-2652.0,-8200.0,-368.0,-3204.0,645.0,0,0,0
25,13160.0,-2571.0,-9355.0,-509.0,-2737.0,50.0,0,0,0
26,12650.0,-2301.0,-10394.0,-930.0,-2215.0,-775.0,0,0,0
27,11774.0,-1847.0,-11207.0,-1745.0,-1433.0,-1523.0,0,0,0
28,10863.0,-1400.0,-11660.0,-2964.0,-657.0,-2037.0,0,0,0
29,10369.0,-809.0,-11527.0,-4471.0,-175.0,-2314.0,0,0,0
30,9859.0,-353.0,-10933.0,-6077.0,267.0,-2611.0,0,0,0
31,9220.0,-46.0,-9975.0,-7730.0,833.0,-2957.0,0,0,0
32,8230.0,113.0,-8633.0,-9366.0,1539.0,-3343.0,0,0,0
33,7619.0,166.0,-6856.0,-10881.0,2308.0,-3495.0,0,0,0
34,7115.0,208.0,-4690.0,-12136.0,2838.0,-3531.0,0,0,0
35,6753.0,355.0,-2247.0,-12953.0,3142.0,-3490.0,0,0,0
36,6560.0,513.0,-92.0,-13219.0,3238.0,-3300.0,0,0,0
37,6310.0,611.0,1735.0,-13084.0,3286.0,-3105.0,0,0,0
38,6389.0,866.0,3429.0,-12575.0,3093.0,-2791.0,0,0,0
39,6566.0,1198.0,4787.0,-11662.0,2457.0,-2430.0,0,0,0
40,6805.0,1632.0,5738.0,-10533.0,1776.0,-2142.0,0,0,0
41,6886.0,1962.0,6423.0,-9343.0,1403.0,-1965.0,0,0,0
42,6882.0,2461.0,6707.0,-8071.0,1151.0,-1834.0,0,0,0
43,6723.0,2914.0,6697.0,-6818.0,878.0,-1731.0,0,0,0
44,6518.0,3431.0,6483.0,-5654.0,480.0,-1703.0,0,0,0
45,6233.0,3901.0,6037.0,-4574.0,-50.0,-1760.0,0,0,0
46,5777.0,4221.0,5526.0,-3705.0,-552.0,-1820.0,0,0,0
47,5179.0,4346.0,4944.0,-3028.0,-825.0,-1787.0,0,0,0
48,4663.0,4561.0,4453.0,-2373.0,-1139.0,-1564.0,0,0,0
49,4569.0,4714.0,3861.0,-1767.0,-1548.0,-1199.0,0,0,0
50,4710.0,4750.0,3304.0,-1293.0,-1764.0,-735.0,0,0,0
51,4865.0,4700.0,2858.0,-919.0,-1682.0,-300.0,0,0,0
52,5115.0,4600.0,2289.0,-606.0,-1364.0,94.0,0,0,0
53,5595.0,4606.0,1654.0,-387.0,-1087.0,513.0,0,0,0
54,6071.0,4586.0,1154.0,-350.0,-908.0,758.0,0,0,0
55,6499.0,4500.0,908.0,-430.0,-608.0,787.0,0,0,0
56,6667.0,4262.0,703.0,-457.0,-345.0,673.0,0,0,0
57,6798.0,3970.0,558.0,-417.0,-183.0,549.0,0,0,0
58,7033.0,3790.0,389.0,-361.0,-38.0,517.0,0,0,0
59,7239.0,3644.0,346.0,-302.0,128.0,456.0,0,0,0
60,7198.0,3367.0,250.0,-250.0,378.0,320.0,0,0,0
61,7068.0,3106.0,43.0,-163.0,702.0,259.0,0,0,0
62,6868.0,2969.0,-205.0,-24.0,886.0,282.0,0,0,0
63,6715.0,2930.0,-527.0,80.0,761.0,296.0,0,0,0
64,6617.0,2892.0,-783.0,18.0,564.0,363.0,0,0,0
65,6471.0,2751.0,-781.0,-196.0,679.0,442.0,0,0,0
66,6125.0,2530.0,-788.0,-391.0,887.0,465.0,0,0,0
67,5650.0,2342.0,-770.0,-503.0,956.0,504.0,0,0,0
68,5082.0,2046.0,-805.0,-553.0,990.0,676.0,0,0,0
69,4255.0,1840.0,-932.0,-552.0,950.0,981.0,0,0,0
70,3654.0,1843.0,-1058.0,-608.0,803.0,1498.0,0,0,0
71,2999.0,1700.0,-908.0,-823.0,619.0,2071.0,0,0,0
