0,7248.0,3367.0,-334.0,-691.0,2050.0,-523.0,0,0,0
1,7322.0,2132.0,-881.0,-525.0,1250.0,10.0,0,0,0
2,7023.0,2187.0,-557.0,-570.0,1457.0,3.0,0,0,0
3,6849.0,2063.0,-246.0,-421.0,1739.0,246.0,0,0,0
4,6775.0,1905.0,-34.0,-243.0,1960.0,393.0,0,0,0
5,6416.0,1856.0,256.0,-36.0,1950.0,457.0,0,0,0
6,6090.0,1859.0,406.0,217.0,1751.0,482.0,0,0,0
7,5726.0,1769.0,664.0,433.0,1627.0,479.0,0,0,0
8,5219.0,1817.0,876.0,580.0,1681.0,443.0,0,0,0
9,4613.0,1717.0,1199.0,690.0,1800.0,431.0,0,0,0
10,4047.0,1519.0,1446.0,861.0,1818.0,597.0,0,0,0
11,3627.0,1312.0,1613.0,1166.0,1495.0,1078.0,0,0,0
12,3563.0,1148.0,1711.0,1517.0,1143.0,1892.0,0,0,0
13,3859.0,923.0,1874.0,1890.0,1015.0,2874.0,0,0,0
14,4350.0,845.0,2179.0,2412.0,985.0,3749.0,0,0,0
15,4896.0,713.0,2314.0,3152.0,934.0,4417.0,0,0,0
16,5300.0,848.0,2189.0,4000.0,977.0,4906.0,0,0,0
17,5627.0,879.0,1726.0,4743.0,950.0,5174.0,0,0,0
18,5878.0,754.0,1240.0,5211.0,964.0,5351.0,0,0,0
19,6063.0,689.0,1081.0,5438.0,1138.0,5456.0,0,0,0
20,6078.0,309.0,986.0,5608.0,1274.0,5472.0,0,0,0
21,6370.0,-24.0,873.0,5963.0,1251.0,5729.0,0,0,0
22,6696.0,-181.0,664.0,6573.0,948.0,6099.0,0,0,0
23,7168.0,-262.0,394.0,7249.0,506.0,6536.0,0,0,0
24,7767.0,-408.0,-27.0,7878.0,210.0,6950.0,0,0,0
25,8334.0,-668.0,-590.0,8471.0,-118.0,7234.0,0,0,0
26,9296.0,-862.0,-1238.0,9010.0,-339.0,7429.0,0,0,0
27,10158.0,-932.0,-2143.0,9512.0,-761.0,7458.0,0,0,0
28,11000.0,-1236.0,-2893.0,9863.0,-1914.0,7445.0,0,0,0
29,11728.0,-1290.0,-3285.0,10169.0,-2463.0,7274.0,0,0,0
30,12255.0,-1551.0,-3386.0,10276.0,-1932.0,6841.0,0,0,0
31,13085.0,-1478.0,-3735.0,10475.0,-1819.0,6233.0,0,0,0
32,13706.0,-1564.0,-5073.0,10832.0,-2421.0,5468.0,0,0,0
33,14224.0,-1728.0,-6168.0,10589.0,-2922.0,4528.0,0,0,0
34,14243.0,-1770.0,-7332.0,9636.0,-2744.0,3423.0,0,0,0
35,14168.0,-1872.0,-7921.0,8035.0,-1566.0,2434.0,0,0,0
36,13763.0,-2054.0,-7742.0,6157.0,172.0,1487.0,0,0,0
37,13393.0,-2173.0,-6635.0,4585.0,1598.0,770.0,0,0,0
38,13012.0,-2265.0,-6301.0,3814.0,2271.0,239.0,0,0,0
39,12573.0,-2255.0,-6340.0,3363.0,2600.0,-237.0,0,0,0
40,11824.0,-2415.0,-6343.0,2832.0,2870.0,-704.0,0,0,0
41,11230.0,-2458.0,-6125.0,2237.0,3060.0,-915.0,0,0,0
42,10920.0,-2292.0,-5752.0,1710.0,2971.0,-911.0,0,0,0
43,10750.0,-2273.0,-5632.0,1329.0,2492.0,-928.0,0,0,0
44,10544.0,-2265.0,-5668.0,889.0,2001.0,-947.0,0,0,0
45,10254.0,-2199.0,-5583.0,264.0,1746.0,-934.0,0,0,0
46,10035.0,-2076.0,-5547.0,-425.0,1521.0,-917.0,0,0,0
47,9936.0,-2009.0,-5361.0,-1152.0,1216.0,-899.0,0,0,0
48,9824.0,-1977.0,-5104.0,-1864.0,861.0,-892.0,0,0,0
49,9837.0,-1979.0,-4963.0,-2544.0,507.0,-884.0,0,0,0
50,9861.0,-2000.0,-4683.0,-3215.0,305.0,-877.0,0,0,0
51,9862.0,-2022.0,-4475.0,-3779.0,213.0,-914.0,0,0,0
52,9807.0,-1941.0,-4254.0,-4209.0,79.0,-1004.0,0,0,0
53,9769.0,-1872.0,-4293.0,-4579.0,-94.0,-1163.0,0,0,0
54,9605.0,-1891.0,-4179.0,-5052.0,-101.0,-1295.0,0,0,0
55,9393.0,-1735.0,-4115.0,-5550.0,7.0,-1410.0,0,0,0
56,9097.0,-1744.0,-3695.0,-6020.0,178.0,-1476.0,0,0,0
57,8934.0,-1642.0,-3516.0,-6266.0,154.0,-1463.0,0,0,0
58,8822.0,-1502.0,-3554.0,-6432.0,37.0,-1431.0,0,0,0
59,8647.0,-1383.0,-3496.0,-6721.0,-74.0,-1387.0,0,0,0
60,8587.0,-1254.0,-3178.0,-7046.0,-135.0,-1359.0,0,0,0
61,8428.0,-1271.0,-2896.0,-7387.0,-64.0,-1343.0,0,0,0
62,8243.0,-1201.0,-2608.0,-7736.0,278.0,-1229.0,0,0,0
63,8025.0,-1025.0,-2335.0,-8037.0,621.0,-1105.0,0,0,0
64,7873.0,-862.0,-2041.0,-8270.0,756.0,-965.0,0,0,0
65,7875.0,-826.0,-1602.0,-8434.0,1089.0,-742.0,0,0,0
66,7917.0,-764.0,-1213.0,-8450.0,1229.0,-562.0,0,0,0
67,7917.0,-571.0,-996.0,-8349.0,1026.0,-404.0,0,0,0
68,8077.0,-535.0,-707.0,-8287.0,830.0,-242.0,0,0,0
69,8172.0,-468.0,-490.0,-8278.0,901.0,-63.0,0,0,0
70,8217.0,-434.0,-179.0,-8375.0,1322.0,137.0,0,0,0
71,8339.0,-518.0,465.0,-8444.0,1649.0,254.0,0,0,0
72,8204.0,-346.0,948.0,-8221.0,1517.0,199.0,0,0,0
73,8141.0,-272.0,1112.0,-7836.0,1490.0,145.0,0,0,0
