0,10138.0,-2803.0,-894.0,1082.0,-4116.0,356.0,0,0,0
1,10581.0,-3138.0,-1596.0,1577.0,-4537.0,781.0,0,0,0
2,11457.0,-2794.0,-2018.0,1637.0,-4114.0,490.0,0,0,0
3,11877.0,-2600.0,-2249.0,1416.0,-3493.0,-9.0,0,0,0
4,12124.0,-2498.0,-2411.0,1160.0,-2883.0,-566.0,0,0,0
5,12266.0,-2611.0,-2446.0,783.0,-2061.0,-1123.0,0,0,0
6,12348.0,-2683.0,-2356.0,446.0,-1225.0,-1620.0,0,0,0
7,12525.0,-2792.0,-2376.0,256.0,-337.0,-2039.0,0,0,0
8,12566.0,-2863.0,-2338.0,224.0,98.0,-2397.0,0,0,0
9,12852.0,-2813.0,-2400.0,266.0,192.0,-2659.0,0,0,0
10,13113.0,-2658.0,-2551.0,327.0,239.0,-3005.0,0,0,0
11,13335.0,-2506.0,-2824.0,449.0,10.0,-3551.0,0,0,0
12,13385.0,-2282.0,-3155.0,515.0,-209.0,-4290.0,0,0,0
13,13382.0,-2261.0,-3484.0,410.0,-377.0,-5112.0,0,0,0
14,13175.0,-2302.0,-3798.0,155.0,-441.0,-5880.0,0,0,0
15,12931.0,-2240.0,-3884.0,-230.0,-287.0,-6589.0,0,0,0
16,12474.0,-2239.0,-3829.0,-634.0,97.0,-7325.0,0,0,0
17,11942.0,-2234.0,-3829.0,-936.0,472.0,-8035.0,0,0,0
18,11470.0,-2246.0,-3910.0,-1165.0,821.0,-8671.0,0,0,0
19,10869.0,-2294.0,-4020.0,-1385.0,1019.0,-9244.0,0,0,0
20,10325.0,-2356.0,-4164.0,-1658.0,1309.0,-9696.0,0,0,0
21,9777.0,-2352.0,-4116.0,-1995.0,1608.0,-9893.0,0,0,0
22,9292.0,-2326.0,-4155.0,-2256.0,1424.0,-9906.0,0,0,0
23,8834.0,-2127.0,-4186.0,-2315.0,1185.0,-9956.0,0,0,0
24,8350.0,-1932.0,-4357.0,-2289.0,1161.0,-10054.0,0,0,0
25,7917.0,-1675.0,-4452.0,-2416.0,1275.0,-10055.0,0,0,0
26,7480.0,-1529.0,-4625.0,-2546.0,1119.0,-9933.0,0,0,0
27,7138.0,-1378.0,-4880.0,-2793.0,1005.0,-9619.0,0,0,0
28,6776.0,-1219.0,-4955.0,-3197.0,1089.0,-9215.0,0,0,0
29,6360.0,-1132.0,-4968.0,-3656.0,1141.0,-8833.0,0,0,0
30,6111.0,-1162.0,-4905.0,-4163.0,1263.0,-8452.0,0,0,0
31,6058.0,-1020.0,-4623.0,-4589.0,1332.0,-8038.0,0,0,0
32,5557.0,-1027.0,-4567.0,-4859.0,1157.0,-7671.0,0,0,0
33,4838.0,-1011.0,-4994.0,-4950.0,595.0,-7278.0,0,0,0
34,4195.0,-846.0,-5565.0,-5106.0,-413.0,-6681.0,0,0,0
35,4030.0,-438.0,-5642.0,-5547.0,-1833.0,-5915.0,0,0,0
36,3705.0,-159.0,-5521.0,-6194.0,-2788.0,-5173.0,0,0,0
37,3179.0,-8.0,-5319.0,-6971.0,-2893.0,-4453.0,0,0,0
38,2864.0,410.0,-4731.0,-7860.0,-2426.0,-3686.0,0,0,0
39,2223.0,656.0,-4031.0,-8680.0,-1626.0,-3027.0,0,0,0
40,1515.0,807.0,-3537.0,-9223.0,-913.0,-2482.0,0,0,0
41,888.0,890.0,-2989.0,-9729.0,-354.0,-1906.0,0,0,0
42,463.0,817.0,-2381.0,-10138.0,-232.0,-1215.0,0,0,0
43,506.0,780.0,-1655.0,-10326.0,-734.0,-392.0,0,0,0
44,767.0,706.0,-910.0,-10280.0,-1184.0,562.0,0,0,0
45,950.0,580.0,-323.0,-10029.0,-1159.0,1524.0,0,0,0
46,1180.0,503.0,-56.0,-9590.0,-976.0,2417.0,0,0,0
47,1366.0,515.0,125.0,-9087.0,-992.0,3212.0,0,0,0
48,1784.0,587.0,511.0,-8663.0,-1329.0,3933.0,0,0,0
49,2254.0,475.0,804.0,-8274.0,-1673.0,4617.0,0,0,0
50,2738.0,377.0,1129.0,-7910.0,-1719.0,5310.0,0,0,0
51,3371.0,215.0,1484.0,-7655.0,-1253.0,5943.0,0,0,0
52,3755.0,195.0,1830.0,-7342.0,-805.0,6443.0,0,0,0
53,4003.0,255.0,2017.0,-6914.0,-706.0,6746.0,0,0,0
54,4030.0,149.0,2170.0,-6491.0,-762.0,6956.0,0,0,0
55,4120.0,53.0,2583.0,-6150.0,-725.0,7220.0,0,0,0
56,4359.0,-183.0,2953.0,-5693.0,-975.0,7526.0,0,0,0
57,4736.0,-429.0,3312.0,-5101.0,-1284.0,7968.0,0,0,0
58,5305.0,-689.0,3563.0,-4354.0,-1524.0,8513.0,0,0,0
59,6185.0,-947.0,3801.0,-3544.0,-1540.0,9109.0,0,0,0
60,7129.0,-1144.0,3868.0,-2763.0,-1420.0,9560.0,0,0,0
61,7958.0,-1377.0,3935.0,-2120.0,-1009.0,9818.0,0,0,0
62,8533.0,-1711.0,4037.0,-1687.0,-474.0,9931.0,0,0,0
63,9002.0,-1985.0,4356.0,-1388.0,-129.0,9792.0,0,0,0
64,9106.0,-2229.0,4863.0,-1126.0,-144.0,9466.0,0,0,0
65,9146.0,-2322.0,5416.0,-547.0,-891.0,8964.0,0,0,0
66,9209.0,-2513.0,5592.0,439.0,-2119.0,8509.0,0,0,0
67,9861.0,-2547.0,5563.0,1693.0,-3420.0,8389.0,0,0,0
68,10752.0,-2290.0,5327.0,3086.0,-4419.0,8536.0,0,0,0
69,11537.0,-2012.0,4629.0,4578.0,-5293.0,8532.0,0,0,0
70,12326.0,-1541.0,3395.0,5932.0,-5745.0,8335.0,0,0,0
